a,b,af,bf,as,bs,afs,bfs,pressure,alpha_endo,alpha_epi,Vol,Apex_Twist,C11,L11,R11
3.13994140625,3.21767578125,9.90283203125,4.96669921875,8.58134765625,6.87119140625,1.66298828125,3.83955078125,19.69140625,-6.85546875,59.23828125,107.619387003388,-19.5519394335257,-0.136719649651253,-0.134681506032989,0.425527335985799
8.11494140625,8.19267578125,4.92783203125,9.94169921875,3.60634765625,1.89619140625,6.63798828125,8.81455078125,6.69140625,-51.85546875,14.23828125,77.1220149496206,2.48563187757172,-0.0623587839100357,-0.0156581852582801,0.087727018086756
1.89619140625,1.97392578125,3.68408203125,3.72294921875,2.36259765625,3.13994140625,0.41923828125,7.57080078125,22.94140625,-85.60546875,70.48828125,152.306575874006,7.17773393290515,-0.239782602957953,-0.1513941146819,0.841334978553563
6.87119140625,6.94892578125,8.65908203125,8.69794921875,7.33759765625,8.11494140625,5.39423828125,2.59580078125,9.94140625,-40.60546875,25.48828125,80.7490418233654,3.18892593060056,-0.0721650294581442,-0.0390427356713217,0.130747663626207
4.38369140625,9.43642578125,1.19658203125,6.21044921875,4.85009765625,5.62744140625,2.90673828125,0.10830078125,16.44140625,-63.10546875,2.98828125,99.0436776230512,2.96350110684404,-0.151187498896252,-0.0360009842255244,0.26558593832766
9.35869140625,4.46142578125,6.17158203125,1.23544921875,9.82509765625,0.65244140625,7.88173828125,5.08330078125,29.44140625,-18.10546875,47.98828125,101.200345676248,-3.81845168633295,-0.147698930653294,-0.0663831390475619,0.313753788197916
1.27431640625,3.83955078125,0.57470703125,9.31982421875,6.71572265625,5.00556640625,1.04111328125,1.97392578125,18.06640625,-79.98046875,42.36328125,144.698343687663,7.97102434021887,-0.229917616647344,-0.134675939320287,0.735309486404099
6.24931640625,8.81455078125,5.54970703125,4.34482421875,1.74072265625,9.98056640625,6.01611328125,6.94892578125,5.06640625,-34.98046875,87.36328125,75.7684264119565,-1.08802313388728,-0.0551051916518035,-0.0133648129696434,0.076596364451631
3.76181640625,6.32705078125,3.06220703125,1.85732421875,9.20322265625,7.49306640625,3.52861328125,9.43642578125,11.56640625,-57.48046875,64.86328125,97.3929223442407,0.442940068646619,-0.142371655122791,-0.0459800651593444,0.264634131691677
8.73681640625,1.35205078125,8.03720703125,6.83232421875,4.22822265625,2.51806640625,8.50361328125,4.46142578125,24.56640625,-12.48046875,19.86328125,99.4815255135357,-0.0099056235361166,-0.124226757342888,-0.108267935731497,0.340757143704734
2.51806640625,7.57080078125,9.28095703125,0.61357421875,0.49697265625,3.76181640625,4.77236328125,3.21767578125,14.81640625,-23.73046875,76.11328125,97.4988444317395,-9.89741201992549,-0.127845392814543,-0.0802014969897918,0.296875832042471
7.49306640625,2.59580078125,4.30595703125,5.58857421875,5.47197265625,8.73681640625,9.74736328125,8.19267578125,27.81640625,-68.73046875,31.11328125,114.836623839301,6.52383792698169,-0.184691041799556,-0.0835589297924029,0.436200141874762
5.00556640625,0.10830078125,6.79345703125,8.07607421875,2.98447265625,6.24931640625,2.28486328125,5.70517578125,21.31640625,-1.23046875,8.61328125,122.926042728664,-2.70984451319293,-0.143290094114847,-0.217288891659889,0.674759884034555
9.98056640625,5.08330078125,1.81845703125,3.10107421875,7.95947265625,1.27431640625,7.25986328125,0.73017578125,8.31640625,-46.23046875,53.61328125,79.5803412756975,-0.0073769725570611,-0.0773940728572404,-0.0122690598145219,0.104837292771899
0.059716796875,7.541650390625,7.055810546875,9.893115234375,7.425048828125,8.163525390625,9.271240234375,1.147998046875,27.587890625,-35.947265625,13.798828125,143.18119407315,39.1255405637873,-0.183112911347853,-0.22671398711534,0.836592770045576
5.034716796875,2.566650390625,2.080810546875,4.918115234375,2.450048828125,3.188525390625,4.296240234375,6.122998046875,14.587890625,-80.947265625,58.798828125,109.360075614561,1.79612164136427,-0.177717296600852,-0.0599777545383565,0.372807263159367
2.547216796875,0.079150390625,9.543310546875,2.430615234375,9.912548828125,0.701025390625,6.783740234375,8.610498046875,8.087890625,-13.447265625,81.298828125,91.3244179885354,-15.8484463560299,-0.103418258848836,-0.0805686224375218,0.249877765445767
7.522216796875,5.054150390625,4.568310546875,7.405615234375,4.937548828125,5.676025390625,1.808740234375,3.635498046875,21.087890625,-58.447265625,36.298828125,97.8462076951235,3.68295784401418,-0.141278077604811,-0.0538769932112801,0.274091206493844
1.303466796875,3.810400390625,3.324560546875,1.186865234375,1.206298828125,9.407275390625,5.539990234375,4.879248046875,4.837890625,-69.697265625,47.548828125,97.2901750892167,4.26277060127643,-0.135151788180253,-0.068018103554133,0.285585834791309
6.278466796875,8.785400390625,8.299560546875,6.161865234375,6.181298828125,4.432275390625,0.564990234375,9.854248046875,17.837890625,-24.697265625,2.548828125,89.7288190369731,8.21579477332759,-0.104561675198211,-0.0604426019147975,0.210513496467802
3.790966796875,6.297900390625,0.837060546875,8.649365234375,3.693798828125,1.944775390625,8.027490234375,7.366748046875,24.337890625,-47.197265625,25.048828125,114.028234640142,3.7272897276734,-0.184779142441849,-0.0697710810740607,0.407854279545922
8.765966796875,1.322900390625,5.812060546875,3.674365234375,8.668798828125,6.919775390625,3.052490234375,2.391748046875,11.337890625,-2.197265625,70.048828125,84.8488918166059,-5.39706733237943,-0.0956525275277302,-0.0296050208010664,0.156285462983767
0.681591796875,1.944775390625,0.215185546875,6.783740234375,5.559423828125,7.541650390625,6.161865234375,5.501123046875,9.712890625,-75.322265625,19.423828125,183.94616516953,17.5056395389108,-0.270798329032495,-0.190234006470853,1.16687371371479
5.656591796875,6.919775390625,5.190185546875,1.808740234375,0.584423828125,2.566650390625,1.186865234375,0.526123046875,22.712890625,-30.322265625,64.423828125,100.205968321796,-2.59792380961192,-0.145933132744767,-0.0601840841043921,0.298146460038472
3.169091796875,9.407275390625,2.702685546875,4.296240234375,8.046923828125,0.079150390625,8.649365234375,3.013623046875,29.212890625,-52.822265625,86.923828125,109.605068120775,0.484709704208354,-0.174886467275468,-0.0615574505309464,0.368070956764741
8.144091796875,4.432275390625,7.677685546875,9.271240234375,3.071923828125,5.054150390625,3.674365234375,7.988623046875,16.212890625,-7.822265625,41.923828125,87.2231438520113,-5.37185797613767,-0.094667410286679,-0.0570292111200079,0.194349548143833
1.925341796875,5.676025390625,8.921435546875,3.052490234375,1.828173828125,8.785400390625,9.893115234375,9.232373046875,25.962890625,-41.572265625,53.173828125,115.045072361825,1.33318370118484,-0.162345882975085,-0.13163626439059,0.491908788138315
6.900341796875,0.701025390625,3.946435546875,8.027490234375,6.803173828125,3.810400390625,4.918115234375,4.257373046875,12.962890625,-86.572265625,8.173828125,101.534792514807,7.92957566459649,-0.159228070962414,-0.0495639910435783,0.301884301102621
4.412841796875,3.188525390625,6.433935546875,5.539990234375,4.315673828125,1.322900390625,7.405615234375,1.769873046875,6.462890625,-19.072265625,30.673828125,80.5604613030306,-1.28481851349058,-0.065888689990276,-0.0505445310075891,0.138999345509483
9.387841796875,8.163525390625,1.458935546875,0.564990234375,9.290673828125,6.297900390625,2.430615234375,6.744873046875,19.462890625,-64.072265625,75.673828125,92.2277581404902,0.0520422692222742,-0.130886825251111,-0.0240679950440909,0.208046833374843
0.370654296875,2.877587890625,8.610498046875,7.716552734375,7.735986328125,5.986962890625,0.875927734375,3.324560546875,28.400390625,-66.884765625,33.486328125,146.437878958108,27.9693025997926,-0.207727497868757,-0.198374224714113,0.779898746869868
5.345654296875,7.852587890625,3.635498046875,2.741552734375,2.760986328125,1.011962890625,5.850927734375,8.299560546875,15.400390625,-21.884765625,78.486328125,94.0406978713471,-3.24960171844084,-0.130242375975754,-0.0429329856592822,0.236419963824589
2.858154296875,5.365087890625,6.122998046875,0.254052734375,5.248486328125,3.499462890625,3.363427734375,5.812060546875,8.900390625,-89.384765625,55.986328125,94.978203361034,2.19468040042045,-0.135350649955278,-0.0437485019202078,0.246217254299645
7.833154296875,0.390087890625,1.147998046875,5.229052734375,0.273486328125,8.474462890625,8.338427734375,0.837060546875,21.900390625,-44.384765625,10.986328125,135.068658465281,10.6719588832395,-0.223891243757165,-0.119908652189428,0.642273256700574
1.614404296875,9.096337890625,2.391748046875,1.497802734375,4.004736328125,7.230712890625,4.607177734375,2.080810546875,5.650390625,-10.634765625,89.736328125,93.3957953226374,-7.16868365579294,-0.127299959307114,-0.0448606118243882,0.235084317747604
6.589404296875,4.121337890625,7.366748046875,6.472802734375,8.979736328125,2.255712890625,9.582177734375,7.055810546875,18.650390625,-55.634765625,44.736328125,95.2192248301147,3.19043207428011,-0.128644298424285,-0.0621853398892558,0.262189322765815
4.101904296875,1.633837890625,4.879248046875,8.960302734375,1.517236328125,4.743212890625,2.119677734375,9.543310546875,25.150390625,-33.134765625,22.236328125,124.141740047526,17.7527481298705,-0.171321028146751,-0.173499186560293,0.615497409316215
9.076904296875,6.608837890625,9.854248046875,3.985302734375,6.492236328125,9.718212890625,7.094677734375,4.568310546875,12.150390625,-78.134765625,67.236328125,81.9524051263338,0.507772126248186,-0.0875605470998615,-0.019527983424983,0.128830504773128
0.992529296875,7.230712890625,4.257373046875,5.850927734375,9.601611328125,5.365087890625,3.985302734375,7.677685546875,7.275390625,-5.009765625,27.861328125,98.6928026539361,-9.47132504063287,-0.110538262498379,-0.123901748106738,0.349784854547793
5.967529296875,2.255712890625,9.232373046875,0.875927734375,4.626611328125,0.390087890625,8.960302734375,2.702685546875,20.275390625,-50.009765625,72.861328125,102.408271885782,-1.12548771607628,-0.150779626140902,-0.0733553966579646,0.331587271285695
3.480029296875,4.743212890625,1.769873046875,3.363427734375,7.114111328125,2.877587890625,1.497802734375,0.215185546875,26.775390625,-27.509765625,50.361328125,122.701434703535,0.0513541315328134,-0.196377559269645,-0.0988431165676229,0.512802493267986
8.455029296875,9.718212890625,6.744873046875,8.338427734375,2.139111328125,7.852587890625,6.472802734375,5.190185546875,13.775390625,-72.509765625,5.361328125,85.40861549522,5.03192963954052,-0.10208885815855,-0.0230988335945711,0.154023435291461
2.236279296875,1.011962890625,5.501123046875,4.607177734375,3.382861328125,6.608837890625,0.254052734375,6.433935546875,23.525390625,-61.259765625,84.111328125,136.20603882918,6.65623844572733,-0.210856213203388,-0.154138662084263,0.697607094584423
7.211279296875,5.986962890625,0.526123046875,9.582177734375,8.357861328125,1.633837890625,5.229052734375,1.458935546875,10.525390625,-16.259765625,39.111328125,88.1900869977718,-0.338628806108433,-0.114720600284671,-0.0231416695539498,0.177467129290955
4.723779296875,8.474462890625,7.988623046875,7.094677734375,0.895361328125,4.121337890625,2.741552734375,3.946435546875,4.025390625,-83.759765625,16.611328125,76.2347003805808,3.8430983472109,-0.057748872072949,-0.0155089418156146,0.0810767613608395
9.698779296875,3.499462890625,3.013623046875,2.119677734375,5.870361328125,9.096337890625,7.716552734375,8.921435546875,17.025390625,-38.759765625,61.611328125,92.5822968676283,-0.598973489979639,-0.128656559236587,-0.0350337344411708,0.21975082724884
0.215185546875,0.545556640625,2.547216796875,3.207958984375,4.471142578125,2.411181640625,3.207958984375,9.698779296875,14.181640625,-62.666015625,37.705078125,187.524990252935,28.9827552708886,-0.246442927987128,-0.242850629443941,1.28000810422753
5.190185546875,5.520556640625,7.522216796875,8.182958984375,9.446142578125,7.386181640625,8.182958984375,4.723779296875,27.181640625,-17.666015625,82.705078125,101.00187226096,-7.57523098816383,-0.136350930937998,-0.0871595970945411,0.326674444526068
2.702685546875,8.008056640625,0.059716796875,5.695458984375,1.983642578125,9.873681640625,0.720458984375,2.236279296875,20.681640625,-85.166015625,60.205078125,113.657083509775,0.0837543461451567,-0.190464519684501,-0.0513578876900142,0.391699246014681
7.677685546875,3.033056640625,5.034716796875,0.720458984375,6.958642578125,4.898681640625,5.695458984375,7.211279296875,7.681640625,-40.166015625,15.205078125,79.6592814699528,2.83718502481003,-0.0726887928278807,-0.0249565372776162,0.1130420776516
1.458935546875,6.764306640625,6.278466796875,6.939208984375,8.202392578125,1.167431640625,1.964208984375,5.967529296875,17.431640625,-6.416015625,71.455078125,108.045097500133,-18.9647409630609,-0.143347008448373,-0.122352894278029,0.41457476545749
6.433935546875,1.789306640625,1.303466796875,1.964208984375,3.227392578125,6.142431640625,6.939208984375,0.992529296875,4.431640625,-51.416015625,26.455078125,77.7568486838295,0.676293680652688,-0.0680725826494094,-0.0105612872380162,0.089688542803354
3.946435546875,4.276806640625,8.765966796875,4.451708984375,5.714892578125,8.629931640625,4.451708984375,3.480029296875,10.931640625,-28.916015625,3.955078125,90.8876453475584,12.6241004381729,-0.101847696504729,-0.0816346513101775,0.236381710696138
8.921435546875,9.251806640625,3.790966796875,9.426708984375,0.739892578125,3.654931640625,9.426708984375,8.455029296875,23.931640625,-73.916015625,48.955078125,93.2661012220192,1.24364220291222,-0.131172859484867,-0.033169417301068,0.221584032426357
0.837060546875,9.873681640625,9.387841796875,0.098583984375,2.605517578125,1.789306640625,1.342333984375,4.101904296875,22.306640625,-0.791015625,43.330078125,113.461247052694,-19.4484334989192,-0.160879665237703,-0.123037110346017,0.470046004058287
5.812060546875,4.898681640625,4.412841796875,5.073583984375,7.580517578125,6.764306640625,6.317333984375,9.076904296875,9.306640625,-45.791015625,88.330078125,85.6661201964486,-0.725742456175945,-0.101408349833982,-0.0280550326510644,0.161814565480613
3.324560546875,2.411181640625,6.900341796875,7.561083984375,0.118017578125,9.251806640625,3.829833984375,6.589404296875,15.806640625,-23.291015625,65.830078125,101.256297627963,-7.85925675578097,-0.12561498397298,-0.115057773674255,0.359065346647448
8.299560546875,7.386181640625,1.925341796875,2.586083984375,5.093017578125,4.276806640625,8.804833984375,1.614404296875,28.806640625,-68.291015625,20.830078125,101.498630456967,1.83121785180089,-0.158746477388269,-0.0389738847709345,0.28783315955824
2.080810546875,3.654931640625,0.681591796875,8.804833984375,8.824267578125,0.545556640625,2.586083984375,0.370654296875,12.556640625,-57.041015625,77.080078125,121.544275211622,3.59352841940792,-0.194953715520664,-0.0979115962403957,0.50292487411736
7.055810546875,8.629931640625,5.656591796875,3.829833984375,3.849267578125,5.520556640625,7.561083984375,5.345654296875,25.556640625,-12.041015625,32.080078125,95.3202221638036,-2.76423924257989,-0.126644500027759,-0.0624282187865259,0.261391527944984
4.568310546875,6.142431640625,3.169091796875,1.342333984375,6.336767578125,8.008056640625,0.098583984375,7.833154296875,19.056640625,-79.541015625,9.580078125,106.701641485265,6.04434103797544,-0.171966105018123,-0.0498373290293483,0.335204066230189
9.543310546875,1.167431640625,8.144091796875,6.317333984375,1.361767578125,3.033056640625,5.073583984375,2.858154296875,6.056640625,-34.541015625,54.580078125,73.9489215718701,-0.596268611423473,-0.0434842253609372,-0.0147278497821736,0.0636182578551635
0.526123046875,5.209619140625,1.614404296875,4.140771484375,0.428955078125,4.587744140625,6.628271484375,6.900341796875,16.619140625,-37.353515625,6.767578125,144.265063145718,20.6912586808389,-0.221493328217565,-0.15451337992917,0.73039683477208
5.501123046875,0.234619140625,6.589404296875,9.115771484375,5.403955078125,9.562744140625,1.653271484375,1.925341796875,29.619140625,-82.353515625,51.767578125,126.995632252074,9.25353383724195,-0.199279153964718,-0.130343766099969,0.596499145430217
3.013623046875,2.722119140625,4.101904296875,6.628271484375,2.916455078125,7.075244140625,9.115771484375,4.412841796875,23.119140625,-14.853515625,74.267578125,118.141175617453,-11.4468709990296,-0.165322053515732,-0.143727379824718,0.535725664923571
7.988623046875,7.697119140625,9.076904296875,1.653271484375,7.891455078125,2.100244140625,4.140771484375,9.387841796875,10.119140625,-59.853515625,29.267578125,80.4151080416495,3.12853397331514,-0.0761234540170688,-0.0268154875832697,0.120488451032828
1.769873046875,1.478369140625,7.833154296875,5.384521484375,6.647705078125,3.343994140625,7.872021484375,8.144091796875,19.869140625,-71.103515625,63.017578125,121.261789319629,6.51779636397694,-0.184456596554688,-0.129770412630251,0.549944004477504
6.744873046875,6.453369140625,2.858154296875,0.409521484375,1.672705078125,8.318994140625,2.897021484375,3.169091796875,6.869140625,-26.103515625,18.017578125,79.9358588051983,0.952462106477755,-0.0745676132835537,-0.0229711718146883,0.113962103337558
4.257373046875,8.940869140625,5.345654296875,2.897021484375,9.135205078125,5.831494140625,5.384521484375,0.681591796875,13.369140625,-48.603515625,40.517578125,92.0219716003687,2.26176412399526,-0.118423299367444,-0.0521712278748329,0.226431709398052
9.232373046875,3.965869140625,0.370654296875,7.872021484375,4.160205078125,0.856494140625,0.409521484375,5.656591796875,26.369140625,-3.603515625,85.517578125,107.023456544037,-1.13727314488818,-0.173312795896943,-0.0476730825060743,0.339443268094684
1.147998046875,4.587744140625,5.967529296875,2.275146484375,2.294580078125,3.965869140625,8.493896484375,1.303466796875,21.494140625,-76.728515625,1.142578125,141.497668507882,23.8438037942309,-0.232087447955453,-0.12026138333791,0.660993428657809
6.122998046875,9.562744140625,0.992529296875,7.250146484375,7.269580078125,8.940869140625,3.518896484375,6.278466796875,8.494140625,-31.728515625,46.142578125,84.6755491968618,-0.174158723168813,-0.0994895284452741,-0.02005498955931,0.147916777591011
3.635498046875,7.075244140625,8.455029296875,9.737646484375,4.782080078125,6.453369140625,6.006396484375,8.765966796875,14.994140625,-54.228515625,68.642578125,92.4512844728003,0.923211981350005,-0.11669648718923,-0.0621956032267931,0.240145063297084
8.610498046875,2.100244140625,3.480029296875,4.762646484375,9.757080078125,1.478369140625,1.031396484375,3.790966796875,27.994140625,-9.228515625,23.642578125,110.012350866758,-1.83482474533442,-0.161668627899743,-0.100942681239973,0.415303120767992
2.391748046875,8.318994140625,4.723779296875,8.493896484375,6.025830078125,2.722119140625,7.250146484375,2.547216796875,11.744140625,-42.978515625,57.392578125,95.2201840813151,0.560303651233653,-0.121878234424663,-0.0735756611375818,0.269632602031262
7.366748046875,3.343994140625,9.698779296875,3.518896484375,1.050830078125,7.697119140625,2.275146484375,7.522216796875,24.744140625,-87.978515625,12.392578125,107.319350873495,11.2521799111497,-0.17094567299358,-0.0631413266687653,0.351496959210262
4.879248046875,0.856494140625,2.236279296875,1.031396484375,8.513330078125,5.209619140625,9.737646484375,5.034716796875,18.244140625,-20.478515625,34.892578125,135.49126626627,-1.61770499893997,-0.21370088323606,-0.14151921875932,0.694161674762888
9.854248046875,5.831494140625,7.211279296875,6.006396484375,3.538330078125,0.234619140625,4.762646484375,0.059716796875,5.244140625,-65.478515625,79.892578125,73.4575158527139,0.0252059851103712,-0.0444128576334127,-0.006677488368712,0.0554935355922809
0.137451171875,4.199072265625,2.003076171875,6.239599609375,2.838720703125,8.863134765625,2.197412109375,2.935888671875,13.166015625,-83.056640625,69.345703125,149.85224778483,9.11251511573481,-0.227840469475371,-0.161932014647062,0.820383262868202
5.112451171875,9.174072265625,6.978076171875,1.264599609375,7.813720703125,3.888134765625,7.172412109375,7.910888671875,26.166015625,-38.056640625,24.345703125,99.469034605161,4.35390759348825,-0.139520257921833,-0.0681540029596115,0.294361504607564
2.624951171875,6.686572265625,4.490576171875,3.752099609375,0.351220703125,1.400634765625,4.684912109375,5.423388671875,19.666015625,-60.556640625,1.845703125,112.819992062933,13.5896582961195,-0.18072899098786,-0.0743028469921362,0.396563792919445
7.599951171875,1.711572265625,9.465576171875,8.727099609375,5.326220703125,6.375634765625,9.659912109375,0.448388671875,6.666015625,-15.556640625,46.845703125,75.54017483382,-2.49670436641727,-0.0475631955131483,-0.0267172401167558,0.0832450303865292
1.381201171875,7.930322265625,8.221826171875,4.995849609375,9.057470703125,7.619384765625,3.441162109375,1.692138671875,22.916015625,-26.806640625,35.595703125,109.43733941538,1.89830723120404,-0.138851532365,-0.139864211680762,0.448379457235423
6.356201171875,2.955322265625,3.246826171875,9.970849609375,4.082470703125,2.644384765625,8.416162109375,6.667138671875,9.916015625,-71.806640625,80.595703125,88.7198832667701,0.500824563086482,-0.116146658739803,-0.0277051450465464,0.186180887653336
3.868701171875,0.467822265625,5.734326171875,7.483349609375,6.569970703125,0.156884765625,0.953662109375,9.154638671875,16.416015625,-4.306640625,58.095703125,114.818269234069,-21.6923959042824,-0.14675708438245,-0.161128572543209,0.501455932210477
8.843701171875,5.442822265625,0.759326171875,2.508349609375,1.594970703125,5.131884765625,5.928662109375,4.179638671875,29.416015625,-49.306640625,13.095703125,106.127024971271,1.09344050872586,-0.172104713086525,-0.0436265127447964,0.327389916707923
0.759326171875,6.064697265625,5.112451171875,8.105224609375,4.704345703125,9.485009765625,2.819287109375,8.532763671875,18.041015625,-32.431640625,74.970703125,113.271302411778,-3.6182334945748,-0.149830944806366,-0.144012389562323,0.479683144835764
5.734326171875,1.089697265625,0.137451171875,3.130224609375,9.679345703125,4.510009765625,7.794287109375,3.557763671875,5.041015625,-77.431640625,29.970703125,83.6181932339131,0.158466106514079,-0.0985549942391638,-0.0110197722210885,0.134587197481311
3.246826171875,3.577197265625,7.599951171875,0.642724609375,2.216845703125,2.022509765625,0.331787109375,1.070263671875,11.541015625,-9.931640625,7.470703125,96.053189853843,3.98443966553875,-0.106548224738751,-0.111760491762347,0.308205540235123
8.221826171875,8.552197265625,2.624951171875,5.617724609375,7.191845703125,6.997509765625,5.306787109375,6.045263671875,24.541015625,-54.931640625,52.470703125,96.0282965351611,0.737161884190384,-0.140132500825605,-0.0370598101182744,0.245404390602796
2.003076171875,2.333447265625,3.868701171875,1.886474609375,8.435595703125,8.241259765625,1.575537109375,7.289013671875,14.791015625,-88.681640625,41.220703125,136.903951533434,9.15044482003602,-0.222863185385398,-0.120765632103711,0.660196725945083
6.978076171875,7.308447265625,8.843701171875,6.861474609375,3.460595703125,3.266259765625,6.550537109375,2.314013671875,27.791015625,-43.681640625,86.220703125,96.309200090556,-0.650390756280242,-0.133243143970913,-0.0569484073512194,0.264163255844318
4.490576171875,9.795947265625,1.381201171875,9.348974609375,5.948095703125,0.778759765625,4.063037109375,4.801513671875,21.291015625,-66.181640625,63.720703125,101.076853662508,0.889328867762137,-0.155318711546871,-0.0430639036412066,0.287644705552455
9.465576171875,4.820947265625,6.356201171875,4.373974609375,0.973095703125,5.753759765625,9.038037109375,9.776513671875,8.291015625,-21.181640625,18.720703125,76.9674012313527,0.603692060146878,-0.0571848721243253,-0.0248046943266177,0.0925401092690252
0.448388671875,8.863134765625,3.557763671875,6.550537109375,2.527783203125,6.686572265625,8.105224609375,0.137451171875,10.728515625,-18.369140625,66.533203125,109.064280786289,-12.1180313312392,-0.141668100477403,-0.135344460702644,0.451270741972492
5.423388671875,3.888134765625,8.532763671875,1.575537109375,7.502783203125,1.711572265625,3.130224609375,5.112451171875,23.728515625,-63.369140625,21.533203125,109.034444124921,11.5115322122839,-0.167247904947009,-0.0843878962913854,0.385229272220047
2.935888671875,1.400634765625,1.070263671875,4.063037109375,5.015283203125,4.199072265625,5.617724609375,7.599951171875,17.228515625,-40.869140625,44.033203125,146.057142407208,7.67573404304274,-0.226227618456376,-0.159451325391197,0.79268420821781
7.910888671875,6.375634765625,6.045263671875,9.038037109375,9.990283203125,9.174072265625,0.642724609375,2.624951171875,4.228515625,-85.869140625,89.033203125,73.7533681028969,0.095289573654344,-0.0468902567281773,-0.0057019422854667,0.0573967159899692
1.692138671875,2.644384765625,7.289013671875,2.819287109375,6.259033203125,5.442822265625,6.861474609375,3.868701171875,20.478515625,-52.119140625,10.283203125,141.257349965332,32.3356296136511,-0.211849272875903,-0.175383872482321,0.742164732629803
6.667138671875,7.619384765625,2.314013671875,7.794287109375,1.284033203125,0.467822265625,1.886474609375,8.843701171875,7.478515625,-7.119140625,55.283203125,81.332792352035,-2.24939827994961,-0.0827049776535499,-0.0202050640768967,0.123192472883826
4.179638671875,5.131884765625,9.776513671875,5.306787109375,8.746533203125,2.955322265625,9.348974609375,6.356201171875,13.978515625,-74.619140625,77.783203125,92.867727536051,1.0412557146591,-0.126359384784378,-0.0461941720981446,0.232935146890159
9.154638671875,0.156884765625,4.801513671875,0.331787109375,3.771533203125,7.930322265625,4.373974609375,1.381201171875,26.978515625,-29.619140625,32.783203125,132.963633526221,1.89224757648203,-0.209310420935288,-0.142102223087362,0.674128918358456
1.070263671875,0.778759765625,9.154638671875,9.659912109375,0.662158203125,7.308447265625,7.483349609375,5.734326171875,18.853515625,-46.494140625,60.908203125,109.079759353797,3.82647796004371,-0.139400096959825,-0.155815560059384,0.484910378029344
6.045263671875,5.753759765625,4.179638671875,4.684912109375,5.637158203125,2.333447265625,2.508349609375,0.759326171875,5.853515625,-1.494140625,15.908203125,77.8150470592181,-1.49709455386657,-0.0597432142690641,-0.0286233812987221,0.101365928574514
3.557763671875,8.241259765625,6.667138671875,2.197412109375,3.149658203125,4.820947265625,9.970849609375,3.246826171875,12.353515625,-68.994140625,38.408203125,93.5331314835473,4.43064195763493,-0.125355633465075,-0.0516370837547323,0.23781679122419
8.532763671875,3.266259765625,1.692138671875,7.172412109375,8.124658203125,9.795947265625,4.995849609375,8.221826171875,25.353515625,-23.994140625,83.408203125,106.029691174923,-1.02199430125544,-0.164623182335273,-0.0631406712036837,0.345287978354477
2.314013671875,6.997509765625,0.448388671875,0.953662109375,6.880908203125,6.064697265625,8.727099609375,9.465576171875,15.603515625,-12.744140625,4.658203125,113.825201556469,0.408865163644792,-0.187572525032021,-0.0615700145521578,0.402157279424415
7.289013671875,2.022509765625,5.423388671875,5.928662109375,1.905908203125,1.089697265625,3.752099609375,4.490576171875,28.603515625,-57.744140625,49.658203125,113.996026787781,4.99834551058925,-0.17699866269131,-0.0985123901602312,0.449345691145778
4.801513671875,4.510009765625,2.935888671875,8.416162109375,9.368408203125,3.577197265625,6.239599609375,2.003076171875,22.103515625,-35.244140625,72.158203125,106.468897812395,0.270406327323063,-0.157503100142857,-0.0836746603464508,0.366919239750988
9.776513671875,9.485009765625,7.910888671875,3.441162109375,4.393408203125,8.552197265625,1.264599609375,6.978076171875,9.103515625,-80.244140625,27.158203125,78.3349189196679,2.17936481818504,-0.0698464837915452,-0.0149578331138615,0.0971691515669134
0.292919921875,6.531103515625,7.755419921875,2.041943359375,5.481689453125,0.623291015625,5.462255859375,6.822607421875,25.759765625,-19.775390625,48.251953125,134.901477217412,-12.3446653205405,-0.178807700152686,-0.198696234733469,0.775710744410266
5.267919921875,1.556103515625,2.780419921875,7.016943359375,0.506689453125,5.598291015625,0.487255859375,1.847607421875,12.759765625,-64.775390625,3.251953125,107.98775610701,11.1185382440294,-0.17415704759346,-0.0642612210745116,0.36181444852261
2.780419921875,4.043603515625,5.267919921875,9.504443359375,7.969189453125,8.085791015625,7.949755859375,4.335107421875,6.259765625,-42.275390625,25.751953125,86.1770078545678,5.7000719638758,-0.0887048627971749,-0.0658874787505878,0.193979870614563
7.755419921875,9.018603515625,0.292919921875,4.529443359375,2.994189453125,3.110791015625,2.974755859375,9.310107421875,19.259765625,-87.275390625,70.751953125,94.6166498244937,0.0495680715390095,-0.139469017709528,-0.0251969593709716,0.226229288818779
1.536669921875,0.312353515625,1.536669921875,8.260693359375,1.750439453125,1.867041015625,9.193505859375,8.066357421875,9.509765625,-53.525390625,14.501953125,156.626074962119,36.2971336795919,-0.226203838743885,-0.226015824484837,1.01557571395975
6.511669921875,5.287353515625,6.511669921875,3.285693359375,6.725439453125,6.842041015625,4.218505859375,3.091357421875,22.509765625,-8.525390625,59.501953125,98.7383084638319,-8.02386688910159,-0.137001458635399,-0.0688984817026555,0.295616700611307
4.024169921875,7.774853515625,4.024169921875,0.798193359375,4.237939453125,9.329541015625,6.706005859375,0.603857421875,29.009765625,-76.025390625,82.001953125,110.987604086459,0.474326224648738,-0.181992315561634,-0.0550898436874344,0.375488248704772
8.999169921875,2.799853515625,8.999169921875,5.773193359375,9.212939453125,4.354541015625,1.731005859375,5.578857421875,16.009765625,-31.025390625,37.001953125,86.2779147930115,0.473608126711701,-0.0928040986038549,-0.0545060972137051,0.185790645836551
